emp_no,first_name,last_name,title,from_date,to_date
450475,Saeed,Bahl,Senior Staff,1991-01-29,9999-01-01
450510,Boalin,Tramer,Staff,1992-04-13,1993-02-24
450817,DAIDA,Frolund,Senior Engineer,1987-07-17,9999-01-01
450888,Sedat,Rande,Staff,1995-03-25,9999-01-01
450934,Chanjung,Raoux,Engineer,1992-05-25,9999-01-01
450936,Yuriy,Ponthieu,Senior Staff,1991-12-11,9999-01-01
451253,Jaihie,Ozeri,Staff,1991-06-21,9999-01-01
451272,Jacopo,Krohm,Engineer,1991-04-24,9999-01-01
451275,Bedrich,Isard,Senior Staff,1986-06-07,9999-01-01
451333,Radhika,Bonifati,Senior Staff,1995-03-11,9999-01-01
452137,Subir,Miake,Senior Engineer,1999-01-09,9999-01-01
452196,Bartek,Snyers,Staff,1987-01-14,2001-05-02
452206,Arra,Esposito,Staff,1994-11-03,9999-01-01
452325,Taiji,Berstel,Engineer,1996-12-02,9999-01-01
452347,Shigeichiro,Brattka,Senior Staff,1996-07-13,9999-01-01
452365,Fei,Gadepally,Assistant Engineer,1988-11-13,9999-01-01
452956,Gou,Thombley,Senior Engineer,1990-11-07,9999-01-01
452957,Alair,Nanard,Staff,1996-02-10,9999-01-01
452970,Mari,Fargier,Senior Engineer,1992-08-18,1995-12-11
452982,Lobel,Aloia,Senior Staff,1994-12-29,9999-01-01
453070,Aran,Rosenbaum,Senior Staff,1991-04-25,9999-01-01
453154,Gao,Lally,Staff,1996-03-01,9999-01-01
453644,Berni,Takkinen,Senior Staff,1992-06-08,9999-01-01
453688,Chinya,Leslie,Engineer,1995-10-28,9999-01-01
453723,Arne,Kohling,Senior Engineer,1985-12-13,9999-01-01
453760,Ewing,Rajala,Senior Staff,1996-06-21,9999-01-01
453790,Fai,Keirsey,Senior Engineer,1994-10-12,9999-01-01
453913,Stein,Perng,Senior Staff,1993-04-29,9999-01-01
453996,Sugwoo,Weiland,Senior Engineer,1997-04-23,1999-01-18
454338,Mohammed,Georg,Engineer,1998-08-03,9999-01-01
454378,Gina,Ossenbruggen,Technique Leader,1998-01-03,9999-01-01
454736,Nechama,Ermel,Engineer,1995-06-05,9999-01-01
454791,Xiaoqiu,Pietracaprina,Senior Engineer,1994-07-09,9999-01-01
454825,Kamakshi,Schusler,Senior Engineer,1995-05-25,9999-01-01
454994,Mohan,Picht,Engineer,1991-02-24,9999-01-01
455113,Manohar,Rothenberg,Staff,1999-04-22,2002-06-16
455175,Soenke,Zaumen,Senior Staff,1992-02-22,9999-01-01
455243,Khoa,Bahk,Senior Engineer,1991-06-10,1998-02-07
455284,Luisa,Baig,Senior Engineer,1996-07-12,9999-01-01
455296,Mang,Sundgren,Engineer,1995-11-27,1999-07-13
455364,Ranga,Plesums,Senior Staff,1990-01-28,1997-05-13
455415,Weiye,Krohm,Senior Staff,1990-10-29,2000-02-10
455726,Qiwen,Kriebel,Senior Staff,1987-12-13,9999-01-01
455814,Giao,DuCasse,Engineer,1991-07-19,9999-01-01
455914,Peer,Angelopoulos,Senior Engineer,1989-07-23,9999-01-01
456767,Tetsurou,Schreiter,Senior Staff,1987-07-17,9999-01-01
456824,Aloke,Neiman,Technique Leader,1985-07-10,1996-07-23
456982,Shounak,Dratva,Engineer,1989-01-05,9999-01-01
457070,Gay,Plavsic,Senior Staff,1987-08-06,9999-01-01
457146,Jinpo,Heyers,Staff,1999-01-07,9999-01-01
457305,Sorina,Lakshmanan,Staff,1994-09-03,9999-01-01
457337,Xumin,Beidas,Technique Leader,1995-04-27,9999-01-01
457411,Xudong,Peck,Senior Engineer,1988-04-18,9999-01-01
457489,Berna,Ranst,Engineer,1985-05-14,9999-01-01
457611,Indrajit,Krogh,Engineer,1998-09-18,9999-01-01
457653,Yakichi,Naumovich,Technique Leader,1988-06-12,1988-07-03
457776,Florian,Siepmann,Engineer,1987-12-21,9999-01-01
457813,Foong,Gargeya,Engineer,1992-01-24,9999-01-01
457832,Jackson,Zielinski,Senior Engineer,1997-09-12,9999-01-01
457938,Arch,Picco,Senior Staff,1997-10-22,9999-01-01
458111,Florian,Tramer,Engineer,1999-11-07,9999-01-01
458134,Thanasis,Standera,Senior Staff,1985-03-20,9999-01-01
458191,George,Atchley,Staff,1997-07-02,9999-01-01
458383,Mabhin,Foote,Engineer,1999-04-23,9999-01-01
458726,Shahaf,Kitai,Senior Staff,1986-12-26,9999-01-01
458790,Ramya,Azadmanesh,Engineer,1988-11-19,9999-01-01
458919,Kaijung,Papadias,Engineer,1999-05-01,2001-04-12
459172,Val,Rissanen,Engineer,1993-11-20,9999-01-01
459356,Pramod,Wendorf,Engineer,1998-12-25,9999-01-01
459429,Mohit,Verhaegen,Staff,1992-05-27,9999-01-01
459685,Hirochika,Goldhammer,Engineer,1998-03-12,9999-01-01
459846,Yuping,Sethi,Staff,1997-12-28,1999-05-21
460131,Adly,Hambrick,Staff,1997-07-25,9999-01-01
460691,Munehiko,Gihr,Senior Staff,1989-12-06,9999-01-01
460707,Yoshinari,Lanteri,Senior Engineer,1996-12-25,9999-01-01
460920,Remzi,Mitzlaff,Senior Staff,1986-04-06,9999-01-01
461120,Shietung,Gelosh,Engineer,2001-04-01,9999-01-01
461270,Mrinalini,Mawatari,Staff,1996-01-03,9999-01-01
461563,Sreenivas,Versino,Senior Staff,1985-08-24,1988-12-25
461723,Deborah,Basawa,Assistant Engineer,1992-03-02,1993-03-16
461801,Sumali,Cooman,Staff,1993-04-18,9999-01-01
462067,Sampalli,Francisci,Senior Staff,1994-11-25,2001-10-17
462493,Paloma,Gerlach,Senior Engineer,1988-07-26,9999-01-01
462736,Larisa,Murtafg,Staff,1991-02-25,1993-06-04
462795,Somnath,Cummings,Staff,1994-07-10,9999-01-01
463023,Itzchak,Penn,Staff,1999-01-21,9999-01-01
463099,Jinxi,Schmiedel,Staff,1990-09-21,9999-01-01
463212,Ramya,Rossi,Senior Engineer,2001-09-02,9999-01-01
463472,Jaber,Sethi,Technique Leader,2000-06-11,9999-01-01
463495,Alenka,Barriga,Staff,1988-05-06,9999-01-01
464284,Huiqun,Henders,Senior Staff,1993-05-19,9999-01-01
464303,Abdelghani,Nyrup,Senior Staff,1986-08-02,9999-01-01
464526,Berna,Comellas,Staff,1995-09-07,2000-02-18
465062,Stafford,Gist,Engineer,1988-05-07,9999-01-01
465076,Tokuyasu,Ghelli,Engineer,1985-05-05,9999-01-01
465085,Vidar,Gunderson,Senior Staff,1996-03-18,9999-01-01
465409,Shahid,Varman,Senior Staff,1985-08-27,9999-01-01
465501,Mrinalini,Gire,Staff,1992-11-09,9999-01-01
465711,Lakshmi,Frijda,Engineer,1990-04-21,9999-01-01
465853,Kwan,Kampfer,Staff,1998-10-16,9999-01-01
465874,Herb,Picht,Engineer,1985-05-31,9999-01-01
466064,Temple,Danlos,Senior Staff,1994-06-13,9999-01-01
466367,Hiroyasu,Strandh,Staff,1989-06-05,9999-01-01
466509,Bezalel,Verhoeff,Engineer,1988-03-22,9999-01-01
466603,Yechezkel,Nourani,Staff,1991-08-01,9999-01-01
466745,Boalin,Birsak,Senior Staff,1995-10-16,9999-01-01
466911,Stepehn,Markovitch,Staff,1991-08-13,1995-08-07
467176,Przemyslawa,Borovoy,Senior Staff,1993-06-18,9999-01-01
467269,Nahum,Lambe,Technique Leader,1989-08-31,9999-01-01
467392,Mariusz,Rikino,Senior Engineer,1995-04-13,9999-01-01
467441,Margareta,Bondorf,Engineer,1988-11-07,9999-01-01
467591,Kiyotoshi,Hennebert,Staff,2001-03-06,9999-01-01
467886,Sivanarayana,Chandrasekhar,Senior Staff,1996-01-24,9999-01-01
467918,Tsuneo,Skrikant,Staff,1997-10-21,9999-01-01
468360,Huei,Saoudi,Technique Leader,1994-08-10,9999-01-01
468417,Kamakshi,Huhdanpaa,Engineer,1993-08-26,9999-01-01
468659,Ranga,Lemarechal,Senior Engineer,1989-11-05,9999-01-01
468763,Sachin,Zlotek,Senior Engineer,1985-03-11,1990-08-09
468773,Baziley,Brookner,Engineer,1993-09-22,9999-01-01
469104,Nadjib,Comellas,Senior Engineer,1999-01-22,9999-01-01
469253,Baruch,Basawa,Senior Engineer,1993-09-17,9999-01-01
469269,Weiyi,Codenie,Engineer,1989-05-27,9999-01-01
469366,Aiman,Wilfing,Engineer,1990-12-30,9999-01-01
469399,Hongzhu,Ruemmler,Engineer,2000-06-06,9999-01-01
469527,Halsur,Ibel,Staff,1998-03-05,9999-01-01
469529,Neven,Rikino,Senior Engineer,1988-10-21,9999-01-01
469735,Arif,Stranks,Senior Engineer,1992-11-16,9999-01-01
469805,Chaosheng,Shobatake,Senior Staff,1991-07-03,2001-09-15
469867,Hein,Jonsson,Senior Staff,1985-02-12,9999-01-01
470456,Reuven,Oehlmann,Staff,1986-03-29,9999-01-01
470472,Zhiguo,Staudhammer,Engineer,1985-12-03,9999-01-01
471397,Nigel,Zirintsis,Engineer,1999-07-23,9999-01-01
471532,Feiyu,Decleir,Technique Leader,1998-09-13,9999-01-01
471552,Basem,Lortz,Staff,1997-10-25,9999-01-01
471911,Arun,Zaccaria,Assistant Engineer,1990-05-31,9999-01-01
471939,Kazuhiko,Marshall,Staff,2001-06-04,9999-01-01
472052,Godehard,Chinal,Assistant Engineer,1995-12-09,9999-01-01
472143,Yahiko,Sommen,Senior Staff,1996-08-14,9999-01-01
472238,Jungsoon,Gubsky,Senior Engineer,1990-10-09,9999-01-01
472440,Xuejia,Leppanen,Staff,1998-08-25,2000-10-25
472790,Zhenbing,Ibel,Senior Engineer,1985-10-29,9999-01-01
472950,Weidon,Fordan,Senior Engineer,1986-03-27,9999-01-01
473268,Hugo,Sgarro,Senior Staff,1992-04-24,9999-01-01
473299,Khaled,Penn,Staff,1992-05-19,9999-01-01
473490,Pantung,Reeker,Staff,1992-05-11,9999-01-01
473824,Shin,Puoti,Staff,1996-12-20,1999-05-09
473940,Avishai,Majewski,Engineer,1998-01-10,9999-01-01
474162,Ung,Taubenfeld,Engineer,1999-10-14,2001-06-30
474257,Sungwon,Kornyak,Staff,1991-04-04,1994-10-23
474331,Sugwoo,Eugenio,Senior Staff,1994-03-02,9999-01-01
474372,Monique,Cyre,Staff,1986-02-13,1994-10-11
474763,Mayuko,Clouatre,Engineer,1997-09-04,9999-01-01
474796,Zongyan,Shackel,Technique Leader,1987-08-17,9999-01-01
474918,Rasikan,Khalil,Engineer,1985-02-10,1985-03-11
475087,Genevieve,Snedden,Senior Engineer,1988-10-21,9999-01-01
475258,Fumiyo,Feinberg,Senior Staff,2000-02-12,9999-01-01
475538,Christophe,Leaver,Staff,1998-10-31,9999-01-01
475938,Shigeaki,Lanteri,Engineer,1989-02-17,9999-01-01
475965,Rimon,Pietracaprina,Senior Engineer,1985-07-10,9999-01-01
476055,Girolamo,Schlumberger,Senior Staff,1993-03-07,9999-01-01
476122,Khun,Spieker,Engineer,1995-05-07,9999-01-01
476327,Reinhold,Binkley,Engineer,1995-05-29,9999-01-01
476361,Doohun,Preusig,Technique Leader,1993-04-28,9999-01-01
476488,Yuping,Kuhnemann,Technique Leader,1986-12-13,1994-07-07
477350,Terresa,Vigier,Staff,1998-07-08,9999-01-01
477352,Nikolaos,Lorch,Engineer,1999-04-17,2002-03-07
477578,Marit,Paludetto,Engineer,1990-09-30,9999-01-01
477969,Bluma,Mundy,Engineer,1991-10-18,9999-01-01
478007,Fumino,Narahara,Engineer,1991-09-21,9999-01-01
478170,Doowon,Schoegge,Assistant Engineer,1995-04-13,9999-01-01
478218,Djenana,Erol,Engineer,1999-12-03,9999-01-01
478439,Yuichiro,Bale,Technique Leader,1997-11-04,9999-01-01
478768,Arun,Katzenelson,Senior Engineer,1991-10-28,9999-01-01
478799,Shaw,Borovoy,Senior Staff,1991-05-11,9999-01-01
478833,Pradeep,Valiente,Senior Engineer,1992-09-19,9999-01-01
478858,Hidekazu,Perna,Staff,1999-11-08,9999-01-01
479024,Ewing,Kalorkoti,Engineer,1996-12-21,9999-01-01
479407,Randi,Tomescu,Engineer,1986-11-25,9999-01-01
479601,Kayoko,Bahi,Staff,1997-02-19,9999-01-01
479695,Masamitsu,Murrill,Staff,1999-06-23,9999-01-01
480035,Sukumar,Georg,Senior Staff,1990-08-26,9999-01-01
480066,Suebskul,Menhardt,Engineer,1994-07-26,9999-01-01
480178,Uinam,Rahier,Staff,1991-02-10,9999-01-01
480268,Gaurav,Cheshire,Technique Leader,1989-03-30,9999-01-01
480407,Deniz,Bennis,Senior Engineer,1989-06-24,9999-01-01
480571,Anoosh,Wielonsky,Engineer,1994-08-04,1996-08-01
481050,Weiru,Burnard,Senior Staff,1990-10-15,9999-01-01
481148,Gina,Decaestecker,Engineer,1986-06-20,1989-05-25
481213,Shigehiro,Haldar,Staff,1991-12-14,9999-01-01
481397,Luisa,Chelton,Assistant Engineer,1998-08-13,9999-01-01
481399,Amabile,Crelier,Staff,1999-01-14,2000-04-07
481467,Margareta,Polajnar,Staff,1989-02-24,1996-07-01
481764,Teiji,Marrakchi,Senior Engineer,1986-08-26,9999-01-01
481790,Haldun,Erie,Senior Engineer,1999-01-01,9999-01-01
481807,Taegyun,Vieri,Senior Engineer,1988-06-17,1989-03-03
482278,Sven,Hinsberger,Senior Engineer,1992-07-24,1994-07-26
482335,Kwangyoen,Peck,Engineer,1994-01-16,9999-01-01
482354,Jayson,Zockler,Staff,1999-11-06,9999-01-01
482755,Jouni,Conia,Senior Staff,1994-10-31,9999-01-01
482756,Shaowei,Back,Senior Staff,1996-07-30,1998-12-21
482885,Shaunak,Brizzi,Assistant Engineer,1988-09-02,9999-01-01
482905,Aral,Hebden,Senior Staff,1991-09-10,9999-01-01
482944,Duke,Journel,Senior Staff,1991-10-26,9999-01-01
483213,Phillip,Munch,Technique Leader,1991-09-02,1998-04-01
483401,Rosita,Pokrovskii,Senior Staff,1996-08-03,9999-01-01
483675,Hausi,Kamber,Engineer,1988-02-16,9999-01-01
483825,Marek,Mitchem,Senior Engineer,1992-11-20,9999-01-01
483838,Sham,Kavanagh,Assistant Engineer,1997-12-18,9999-01-01
483978,Dung,Tanemo,Senior Staff,1990-01-28,9999-01-01
484126,Manton,Lueh,Senior Staff,1989-04-07,9999-01-01
484142,Perry,Cooman,Staff,1987-04-23,9999-01-01
484498,Herbert,Hammerschmidt,Engineer,1996-08-22,9999-01-01
484756,Phule,Ruemmler,Senior Engineer,1990-08-09,9999-01-01
485253,Gladys,Parhami,Senior Staff,1996-07-20,9999-01-01
485489,Keiichiro,Armand,Assistant Engineer,1986-12-14,9999-01-01
485577,Rafael,Menhoudj,Senior Engineer,1997-04-27,9999-01-01
485579,Munehiro,Iwayama,Engineer,1986-12-16,9999-01-01
485799,Yoshimitsu,Litvinov,Senior Staff,1997-11-22,9999-01-01
485817,Mahmut,Bolotov,Engineer,1997-02-21,9999-01-01
486068,Yefim,Bernardeschi,Senior Staff,1996-06-26,9999-01-01
486808,Geoffrey,Siochi,Senior Engineer,1998-12-27,9999-01-01
486918,Yagil,Remmers,Senior Staff,1994-11-01,9999-01-01
486955,Jaber,Feldmann,Engineer,1997-05-23,1998-08-05
486956,Matt,Ruemmler,Engineer,1993-10-14,9999-01-01
486958,Tonny,Kropf,Engineer,1986-07-30,9999-01-01
487008,Zhigen,Raney,Senior Staff,1993-05-26,9999-01-01
487505,Uno,Jayawardene,Senior Staff,1987-11-02,9999-01-01
487856,Jaewon,Mansanne,Engineer,1999-05-22,2000-04-29
487988,Ekawit,Schaft,Senior Staff,1990-05-20,9999-01-01
488095,Francoise,Hegner,Senior Staff,1997-12-23,9999-01-01
488115,Leah,Luke,Assistant Engineer,1995-08-23,1995-09-27
488142,Denis,Narlikar,Senior Staff,1991-07-01,9999-01-01
488414,Changho,Gaughan,Engineer,1987-06-21,1991-07-13
488482,Kensyu,Tsunoo,Engineer,1999-12-05,9999-01-01
488540,Breannda,Maquelin,Senior Staff,1996-04-12,9999-01-01
488619,Georgy,Bennis,Engineer,1998-04-11,9999-01-01
488632,Irena,Baalen,Staff,1999-11-22,2001-02-10
488693,Jiong,Zultner,Senior Engineer,1993-03-10,9999-01-01
488707,Mihalis,Remmers,Senior Staff,1990-03-01,9999-01-01
488752,Nimmagadda,Baja,Senior Staff,1994-02-09,9999-01-01
488788,Wuxu,Garigliano,Senior Staff,1990-09-21,9999-01-01
488984,Kendra,Junet,Senior Staff,1992-11-12,9999-01-01
489465,Bogdan,Pepe,Engineer,1995-02-15,1998-11-06
489755,Matk,Chorvat,Staff,1999-12-04,9999-01-01
489756,Kersti,Miculan,Senior Staff,1992-06-09,9999-01-01
489928,Satoru,Janetzko,Assistant Engineer,1997-07-26,9999-01-01
490240,Kazunori,Orlowska,Staff,1996-06-18,2000-10-26
490551,Lalit,Lindqvist,Engineer,1998-11-07,9999-01-01
490557,Luise,Vigier,Engineer,1994-07-01,9999-01-01
490568,Zita,Reistad,Senior Engineer,1998-07-23,9999-01-01
490720,Younwoo,Samarati,Senior Engineer,2002-05-18,9999-01-01
491079,Kwangsub,Keirsey,Senior Engineer,1992-02-04,9999-01-01
491162,Panayotis,Hempstead,Senior Engineer,1994-08-29,9999-01-01
491478,Gill,Varman,Senior Staff,1988-06-18,9999-01-01
491494,Saniya,Broomell,Staff,1992-08-04,1997-09-02
491596,Charmane,Pargas,Engineer,1992-08-03,9999-01-01
491632,Gadiel,Perly,Staff,1986-10-20,9999-01-01
492000,Valeska,Cools,Senior Staff,1993-12-16,9999-01-01
492052,Udo,Ratnakar,Staff,1999-11-30,9999-01-01
492217,Heekeun,Verhaegen,Senior Engineer,1991-09-28,9999-01-01
492639,Sanjoy,Porenta,Engineer,1997-07-10,9999-01-01
492677,Goetz,McAffer,Senior Engineer,1988-02-05,9999-01-01
493031,Hironoby,Jakobus,Staff,1991-07-30,9999-01-01
493048,Muzhong,Berztiss,Senior Staff,1995-01-23,9999-01-01
493096,Sachem,Msuda,Engineer,1995-04-07,9999-01-01
493278,Shaleah,Pileggi,Engineer,1999-02-10,1999-10-30
493744,Leni,Kropatsch,Senior Engineer,1997-07-17,9999-01-01
494019,Morrie,Iisaku,Senior Staff,1991-05-06,9999-01-01
494088,Phule,Dahlbom,Engineer,1989-02-06,9999-01-01
494493,Masasuke,Koprowski,Staff,1996-11-20,9999-01-01
494978,Bezalel,Himler,Staff,1999-07-09,2002-06-12
494995,Yongmao,Pouyioutas,Senior Staff,1989-08-24,9999-01-01
495969,Geoffrey,Panienski,Senior Engineer,1988-11-28,1998-06-07
496100,Pranjal,Reinhard,Staff,1995-05-08,9999-01-01
496970,Giordano,Maquelin,Senior Engineer,1999-12-31,9999-01-01
496978,Danco,Debuse,Senior Staff,1993-09-10,9999-01-01
497007,Oldrich,Adachi,Senior Engineer,1998-08-09,9999-01-01
497174,Sanjiv,Bressoud,Senior Engineer,1993-04-27,9999-01-01
497340,Fayez,Keohane,Senior Staff,1990-09-19,9999-01-01
497391,Paris,Lieblein,Engineer,1999-05-19,9999-01-01
497409,Reinhard,Erde,Engineer,1992-12-04,1996-03-13
497660,Gritta,Petereit,Senior Engineer,1985-04-06,1994-09-05
497835,Shuho,Laurillard,Technique Leader,1999-10-06,9999-01-01
498185,Caolyn,Marciano,Senior Engineer,1999-06-06,9999-01-01
498337,Naraig,Docker,Staff,1997-05-17,9999-01-01
498456,Geraldo,Gerteisen,Senior Staff,1987-06-05,9999-01-01
498635,Florian,Pezzoli,Senior Staff,1988-07-22,9999-01-01
498838,Sanjay,Ciolek,Senior Staff,1989-12-13,9999-01-01
498845,Arumugam,Pelc,Senior Engineer,1999-11-13,9999-01-01
498955,Nechama,Kandlur,Engineer,1995-01-16,9999-01-01
499160,Urs,Rande,Staff,1990-01-25,1991-03-01
499194,Padma,Delgrange,Senior Staff,1999-08-27,9999-01-01
499260,Danae,Honglei,Engineer,1998-09-14,9999-01-01
499495,Baoqiu,Kakkar,Engineer,1999-08-30,9999-01-01
